Name,Category,Rarity,SKU ID,Price
Miss Doublefinger(Zala),Awakening of the New Era: 1st Anniversary Tournament Cards,UC,OP05-073,CA$12.92
Holly (JP),Awakening of the New Era,C,OP05-110,CA$3.91
Satori (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP05-105,CA$6.70
O-Nami (JP),Awakening of the New Era,UC,OP05-062,CA$3.09
Lieutenant Spacey (JP),Awakening of the New Era,C,OP05-107,CA$3.21
Belo Betty (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP05-015,CA$7.26
Mary Geoise (JP),Awakening of the New Era,C,OP05-097,CA$3.21
John Giant (JP),Awakening of the New Era,C,OP05-044,CA$3.09
Hone-Kichi (JP),Awakening of the New Era,C,OP05-072,CA$3.21
Bunny Joe (JP),Awakening of the New Era,C,OP05-013,CA$3.09
Birdcage (JP),Awakening of the New Era,C,OP05-040,CA$3.09
Hino Bird Zap (JP),Awakening of the New Era,C,OP05-116,CA$3.09
Saint Mjosgard (JP),Awakening of the New Era,C,OP05-089,CA$3.09
Vergo (JP),Awakening of the New Era,R,OP05-023,CA$3.21
Kuween (JP),Awakening of the New Era,C,OP05-024,CA$3.09
Toh-Toh (JP),Awakening of the New Era,C,OP05-009,CA$3.09
Jinbe (JP),Awakening of the New Era,C,OP05-066,CA$3.09
Sarquiss (JP),Awakening of the New Era,C,OP05-026,CA$3.09
Pell (JP),Awakening of the New Era,C,OP05-014,CA$3.09
Bellamy (JP),Awakening of the New Era,C,OP05-035,CA$3.09
Shura (Tournament Pack Vol. 7),One Piece Promotion Cards,R,OP05-106,CA$0.35
Gamma Knife (JP),Awakening of the New Era,C,OP05-077,CA$3.21
Saint Charlos (JP),Awakening of the New Era,C,OP05-084,CA$3.21
Nola (JP),Awakening of the New Era,C,OP05-108,CA$3.09
Charlestone (JP),Awakening of the New Era,C,OP05-038,CA$3.09
Gladius (JP),Awakening of the New Era,C,OP05-025,CA$3.21
Baby 5 (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP05-034,CA$8.10
Dragon Claw (JP),Awakening of the New Era,C,OP05-095,CA$3.09
Borsalino (SP) (JP),Wings of the Captain,SR,OP05-051,CA$22.07
Upper Yard (JP),PRB01 - One Piece Card the Best,UC,OP05-117,CA$3.09
Nico Robin (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP05-010,CA$8.10
Baby 5 (JP),Awakening of the New Era,C,OP05-033,CA$3.09
Maynard (JP),Awakening of the New Era,C,OP05-052,CA$3.09
Dalmatian (JP),Awakening of the New Era,C,OP05-046,CA$3.09
Hakuba (JP),Awakening of the New Era,C,OP05-087,CA$3.21
Buffalo (JP),Awakening of the New Era,C,OP05-031,CA$3.09
Donquixote Rosinante (Welcome Pack Vol. 1),One Piece Promotion Cards,R,OP05-030,CA$20.76
X.Barrels (JP),Awakening of the New Era,C,OP05-056,CA$3.09
Yama (JP),Awakening of the New Era,C,OP05-113,CA$3.09
Riku Doldo III (JP),Awakening of the New Era,C,OP05-090,CA$3.09
Captain McKinley (JP),Awakening of the New Era,C,OP05-112,CA$3.09
Saint Rosward (JP),Awakening of the New Era,C,OP05-092,CA$3.09
Stainless (JP),Awakening of the New Era,C,OP05-045,CA$3.09
Haute Couture Patch Work (JP),Awakening of the New Era,R,OP05-094,CA$3.91
Mozambia (JP),Awakening of the New Era,C,OP05-053,CA$3.09
Upper Yard,Awakening of the New Era: 1st Anniversary Tournament Cards,UC,OP05-117,CA$16.01
Sterry (JP),Awakening of the New Era,C,OP05-083,CA$3.09
Baby 5 (Full Art) (JP),PRB01 - One Piece Card the Best,R,OP05-034,CA$9.78
Emporio.Ivankov (JP),Awakening of the New Era,UC,OP05-004,CA$4.47
Donquixote Doflamingo (JP),Awakening of the New Era,UC,OP05-029,CA$3.09
Monet (Event Pack Vol. 3),One Piece Promotion Cards,UC,OP05-036,CA$6.08
El Thor (JP),PRB01 - One Piece Card the Best,UC,OP05-114,CA$3.49
Inazuma (JP),Awakening of the New Era,UC,OP05-003,CA$5.03
"Eustass""Captain""Kid (Full Art) (JP)",PRB01 - One Piece Card the Best,SR,OP05-074,CA$761.22
Upper Yard (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP05-117,CA$3.49
Monet (JP),Awakening of the New Era,UC,OP05-036,CA$3.09
Mr. 1 (Daz.Bonez) (JP),Awakening of the New Era,C,OP05-075,CA$3.09
Nico Robin (Pirate Flag Foil) (JP),PRB01 - One Piece Card the Best,UC,OP05-010,CA$3.49
Hound Blaze (Parallel) (JP),PRB01 - One Piece Card the Best,R,OP05-057,CA$5.31
Viola (JP),Awakening of the New Era,UC,OP05-079,CA$3.09
Revolutionary Army HQ (JP),Awakening of the New Era,UC,OP05-021,CA$3.09
Trafalgar Law (Manga) (JP),PRB01 - One Piece Card the Best,SR,OP05-069,CA$789.16
Kotori (JP),Awakening of the New Era,UC,OP05-103,CA$3.09
One-Legged Toy Soldier,Awakening of the New Era: 1st Anniversary Tournament Cards,UC,OP05-081,CA$25.74
Upper Yard (Full Art) (JP),PRB01 - One Piece Card the Best,UC,OP05-117,CA$5.87
Chaka (JP),Awakening of the New Era,UC,OP05-008,CA$3.09
